Heosemys annandalii
Mimosa canahuensis
Erythrina huehuetenangensis
Eugenia ursina
Ocotea racemiflora
Eugenia bajaverapazana
Chamguava musarum
Ocotea bajapazensis
Phyllonoma cacuminis
Eremosis angusta
Blakea standleyi
Ocotea euvenosa
Clusia uniflora
Clusia mayana
Eugenia magoana
Calliandra carcerea
Clidemia tuerckheimii
Myrcia salamensis
Cnemaspis ingerorum
Cnemaspis nilgala
Cyrtodactylus chamba
Cyrtodactylus montanus
Trichilia chirriactensis
Sideroxylon hirtiantherum
Sideroxylon ibarrae
Hemiphyllodactylus kolliensis
Eugenia cerrocacaoensis
Forestiera isabeliae
Mespilodaphne paradoxa
Psychotria herrerana
Eugenia leucadendron
Eugenia cocosensis
Scutiger spinosus
Todiramphus godeffroyi
Cybianthus nemophilus
Parathesis zuliana
Sterigmapetalum heterodoxum
Appunia venezuelensis
Bathysa perijaensis
Chomelia delascioi
Chomelia stergiosii
Ladenbergia buntingii
Palicourea bostrychostachya
Rudgea tayloriae
Simira ignicola
Chrysophyllum aulacocarpum
Symplocos yapacanensis
Tepuianthus yapacanensis
Vochysia penae
Libanothamnus parvulus
Miconia bernardii
Miconia ruizteranii
Miconia trujillensis
Psychotria aroensis
Hynobius tosashimizuensis
Mysticellus franki
Leptobrachella lateralis
Leptobrachella rowleyae
Adenomera phonotriccus
Nymphargus manduriacu
Anodonthyla eximia
Gracixalus jinggangensis
Rhampholeon bruessoworum
Arachnothryx evansii
Arachnothryx megalantha
Bakeridesia molinae
Capparicordis yunckeri
Chomelia rudis
Couepia hondurasensis
Eugenia molinae
Eugenia tapirorum
Hondurodendron urceolatum
Parathesis pipolyana
Rogiera standleyana
Oreopanax lempirianus
Syzygium palghatense
Shorea kuantanensis
Crudia zeylanica
Hibiscadelphus woodii
Melicope nealae
Ochrosia moorei
Trigonostemon diplopetalus
Machilus salicoides
Hibiscus liliiflorus
Eugenia argentea
Daphnopsis bissei
Microhyla beilunensis
Pristimantis barrigai
Pristimantis caniari
Pristimantis erythros
Pristimantis mallii
Stumpffia achillei
Stumpffia betampona
Stumpffia contumelia
Stumpffia davidattenboroughi
Stumpffia diutissima
Stumpffia dolchi
Stumpffia edmondsi
Stumpffia fusca
Stumpffia huwei
Stumpffia jeannoeli
Stumpffia larinki
Stumpffia makira
Stumpffia maledicta
Stumpffia meikeae
Stumpffia miovaova
Stumpffia obscoena
Stumpffia spandei
Rhombophryne diadema
Megophrys oreocrypta
Sphaenorhynchus cammaeus
Hyloscirtus hillisi
Chiropterotriton aureus
Chiropterotriton nubilus
Amphilophus astorquii
Amphilophus chancho
Amphilophus flaveolus
Amphilophus globosus
Amphilophus supercilius
Dibamus manadotuaensis
Abies beshanzuensis
Podocarpus palawanensis
Cupressus dupreziana
Erythrostemon epifanioi
Megophrys insularis
Pachytriton airobranchiatus
Systomus asoka
Rasbora armitagei
Stiphodon martenstyni
Macrognathus pentophthalmos
Monopterus desilvai
Tylototriton anhuiensis
Gabbiella depressa
Gabbiella neothaumaeformis
Sierraia outambensis
Soapitia dageti
Potadoma angulata
Potadoma bicarinata
Potadoma buttikoferi
Potadoma kadeii
Potadoma riperti
Potadoma togoensis
Pseudocleopatra togoensis
Melanoides voltae
Coelatura lobensis
Bellamya liberiana
Phyllurus pinnaclensis
Eleutherodactylus manantlanensis
Cophixalus timidus
Rhynchobatus cooki
Palicourea matamana
Heisteria skutchii
Atlantoraja castelnaui
Batagur affinis
Batagur dhongoka
Batagur kachuga
Batagur trivittata
Chitra chitra
Indotestudo elongata
Manouria emys
Dendrocousinsia crenulata
Comocladia parvifoliola
Bursera hollickii
Miconia pseudorigida
Cnemaspis godagedarai
Eristalis tecta
Diasporus majeensis
Diasporus pequeno
Diasporus sapo
Freziera roraimensis
Muellera lutescens
Myrcia meridensis
Klarobelia subglobosa
Choerophryne sanguinopicta
Cophixalus misimae
Puffinus newelli
Diceros bicornis
Ateleia glabrata
Ateleia chiangii
Ateleia truncata
Anguilla anguilla
Ilex jelskii
Ilex trachyphylla
Ilex loretoica
Myrcia pseudosplendens
Cedrela discolor
Cedrela dugesii
Rinorea abbreviata
Cnemaspis shevaroyensis
Cnemaspis thackerayi
Euphorbia capuronii
Williamodendron quadrilocellatum
Oreopanax niger
Ocotea cuatrecasasii
Zygia hernandezii
Oreopanax velutinus
Andea antioquiensis
Quararibea ruiziana
Bernoullia uribeana
Blakea muricata
Dillenia fischeri
Huberantha palawanensis
Heptapleurum agamae
Heptapleurum curranii
Embolanthera spicata
Knema ridsdaleana
Horsfieldia samarensis
Myristica basilanica
Myristica colinridsdalei
Myristica pilosigemma
Kibatalia elmeri
Kibatalia longifolia
Kibatalia macgregorii
Guioa parvifoliola
Corypha microclada
Oncosperma platyphyllum
Acalypha pulogensis
Allophylus brevipetiolaris
Allophylus dasythyrsus
Allophylus leucochrous
Allophylus lopezii
Allophylus repandodentatus
Allophylus samarensis
Allophylus stenophyllus
Allophylus subincisodentatus
Allophylus unifoliatus
Allophylus unifoliolatus
Alseodaphne ramosii
Antidesma catanduanense
Guettardella bombysia
Archidendron apoense
Astronia alata
Astronia apoensis
Astronia katangladensis
Astronia scabrida
Barringtonia palawanensis
Barringtonia ridsdalei
Callicarpa apoensis
Calophyllum oliganthum
Calophyllum rigidulum
Calophyllum vanoverberghii
Chionanthus clementis
Chionanthus grandifolius
Chionanthus nitidus
Chisocheton curranii
Chisocheton mendozai
Citronella latifolia
Citronella philippinensis
Clethra pulgarensis
Cowiea philippinensis
Cryptocarya beilschmiediifolia
Cryptocarya lancilimba
Cryptocarya parvifolia
Cryptocarya todayensis
Cynometra copelandii
Dillenia sibuyanensis
Discocalyx brachybotrya
Discocalyx leytensis
Discocalyx longifolia
Discocalyx luzoniensis
Discocalyx maculata
Vatica kanthanensis
Myrcia castanea
Myrcia divisoria
Myrcia exapata
Myrcia longiramea
Myrcia megaphylla
Myrcia occulta
Myrcia teimosa
Scaevola hobdyi
Cyrtandra sessilis
Dubautia sherffiana
Schiedea diffusa
Schiedea hawaiiensis
Schiedea implexa
Schiedea jacobii
Schiedea laui
Schiedea pentandra
Schiedea pubescens
Myoporum stellatum
Litsea chrysoneura
Litsea machiloides
Litsea papillosa
Litsea cangyuanensis
Litsea albicans
Litsea mishmiensis
Litsea alleniana
Litsea hornei
Litsea mathuataensis
Litsea burckelloides
Pristimantis andinogigas
Meiogyne kanthanensis
Uvaria rovumae
Ammannia moggii
Warneckea albiflora
Discocalyx pachyphylla
Discocalyx phanerophlebia
Discocalyx samarensis
Discocalyx sessilifolia
Discocalyx suluensis
Discocalyx tecsonii
Discocalyx xiphophylla
Drypetes convoluta
Drypetes falcata
Drypetes gitingensis
Elaeocarpus burebidensis
Elaeocarpus gammillii
Elaeocarpus mandiae
Elaeocarpus mindoroensis
Elaeocarpus samari
Elaeocarpus surigaensis
Eugenia inaequisepala
Eugenia kamelii
Eugenia montalbanica
Eugenia pasacaensis
Eugenia uminganensis
Garcinia multibracteolata
Garcinia pacifica
Gardenia vulcanica
Gomphandra fuliginea
Gomphandra halconensis
Gomphandra lancifolia
Goniothalamus copelandii
Goniothalamus longistylus
Goniothalamus mindorensis
Goniothalamus panayensis
Goniothalamus sibuyanensis
Goniothalamus suluensis
Goniothalamus trunciflorus
Greeniopsis sibuyanensis
Gymnosporia nitida
Hancea cordatifolia
Hancea wenzeliana
Heterospathe brevicaulis
Heterospathe califrons
Heterospathe dransfieldii
Homalium oblongifolium
Hydnocarpus cauliflorus
Kania microphylla
Ligustrum stenophyllum
Macaranga auctoris
Madhuca mirandae
Mallotus cauliflorus
Brachycephalus mirissimus
Hemiphractus elioti
Hemiphractus panamensis
Ischnocnema garciai
Microkayla teqta
Allobates mcdiarmidi
Cryptotriton xucaneborum
Deconica baylisiana
Tropidurus imbituba
Enyalius erythroceneus
Bachia psamophila
Amphisbaena sanctaeritae
Hyloscirtus charazani
Hyloscirtus chlorosteus
Oreobates zongoensis
Microkayla pinguis
Telmatobius bolivianus
Telmatobius edaphonastes
Telmatobius sibiricus
Telmatobius simonsi
Telmatobius verrucosus
Telmatobius yuracare
Nannophryne apolobambica
Microkayla guillei
Microkayla ankohuma
Microkayla harveyi
Telmatobius espadai
Microkayla kallawaya
Microkayla saltator
Viburnum molinae
Viburnum subpubescens
Lonchocarpus trifolius
Eugenia lancetillae
Platymiscium albertinae
Jupunba oxyphyllidia
Coccoloba cholutecensis
Eugenia coyolensis
Sloanea shankii
Vochysia aurifera
Brahea salvadorensis
Haptanthus hazlettii
Myrcia zanquinensis
Anodorhynchus glaucus
Commelina subscabrifolia
Leucas wilsonii
Oldenlandia acicularis
Aythya baeri
Cleidion minahassae
Acrocephalus longirostris
Podoserpula miranda
Acrocephalus sorghophilus
Calidris pygmaea
Ptisana rolandi-principis
Zaumia kusceri
Baloghia pininsularis
Solanum insulae-pinorum
Serianthes germainii
Xylosma pininsulare
Sarcomelicope glauca
Bagrus meridionalis
Lepidochelys kempii
Elaeocarpus biflorus
Sloanea suaveolens
Elaeocarpus castaneifolius
Pelecanoides whenuahouensis
Myadestes lanaiensis
Columba argentina
Pomarea whitneyi
Vanellus gregarius
Cotinga maculata
Glaucidium mooreorum
Hypnum fertile
Silene auriculifolia
Callaeas cinereus
Vanellus macropterus
Myrcia hernandezii
Myrcia margarettae
Myrcia petrophila
Hypotaenidia owstoni
Charmosyna diadema
Duttaphrynus noellerti
Pseudophilautus lunatus
Pseudophilautus ocularis
Pseudophilautus simba
Pseudophilautus stellatus
Pseudophilautus mooreorum
Pseudophilautus poppiae
Pseudophilautus bambaradeniyai
Pseudophilautus dayawansai
Pseudophilautus jagathgunawardanai
Pseudophilautus karunarathnai
Pseudophilautus newtonjayawardanei
Pseudophilautus samarakoon
Pseudophilautus sirilwijesundarai
Acipenser baerii
Pseudoscaphirhynchus hermanni
Pseudoscaphirhynchus fedtschenkoi
Oligosoma albornense
Oligosoma salmo
Capparis parvifolia
Marsdenia kaalaensis
Medicosma latifolia
Marsdenia weberlingiana
Phyllanthus luciliae
Erica barnettiana
Isthmohyla graceae
Lonchocarpus barbatus
Lonchocarpus brachyanthus
Lonchocarpus latimarginatus
Lonchocarpus plicatus
Diospyros tridentata
Pandanus taluucensis
Pandanus bilinearis
Pandanus belepensis
Dracophyllum ouaiemense
Paphia paniensis
Syzygium laxeracemosum
Planchonella latihila
Lepidocupania glabra
Planchonella ericiflora
Hydrornis gurneyi
Mitrephora sorsogonensis
Mussaenda attenuifolia
Mussaenda grandifolia
Neonauclea connicalycina
Pandanus busuangaensis
Pandanus calamianensis
Pandanus dinagatensis
Pandanus hermesii
Pandanus loherianus
Pandanus occultus
Pandanus patelliformis
Pandanus philippinensis
Pandanus piricus
Pandanus polyglossus
Pandanus retusus
Pandanus subacaulis
Pandanus umbonatus
Pavetta luzonica
Pavetta williamsii
Planchonella ridsdalei
Psychotria dingalanensis
Psychotria foxworthyi
Psychotria frakei
Psychotria hilonghilongensis
Psychotria magnifolia
Psychotria mendozii
Psychotria merrittii
Psychotria quisumbingiana
Psychotria sorsogonensis
Psychotria sulitii
Psychotria surigaoensis
Psychotria yenii
Heptapleurum acuminatissimum
Heptapleurum cinnamomeum
Heptapleurum clementis
Heptapleurum crassissimum
Heptapleurum foxworthyi
Heptapleurum macranthum
Heptapleurum merrillii
Heptapleurum minutipetiolatum
Heptapleurum obtusifolium
Heptapleurum stellulatum
Heptapleurum urdanetense
Syzygium abulugense
Syzygium albayense
Syzygium angulare
Syzygium antonianum
Syzygium apoense
Syzygium balerense
Syzygium capoasense
Syzygium cardiophyllum
Syzygium cavitense
Syzygium consanguineum
Syzygium corticopapyraceum
Syzygium crassilimbum
Syzygium davaoense
Syzygium diffusiflorum
Syzygium ebaloii
Syzygium elliptifolium
Syzygium fenicis
Syzygium filipes
Syzygium hutchinsonii
Syzygium ilocanum
Syzygium iwahigense
Syzygium lancilimbum
Syzygium luteum
Syzygium malagsam
Syzygium martelinoi
Syzygium mirandae
Syzygium multinerve
Syzygium multipuncticulatum
Syzygium obliquinervium
Syzygium panayense
Syzygium pascasioii
Syzygium penasii
Syzygium polisense
Syzygium pseudocalcicola
Syzygium pulgarense
Syzygium rizalense
Syzygium rolfei
Syzygium sessililimbum
Syzygium siderocola
Syzygium speciosissimum
Syzygium squamiferum
Syzygium sulitii
Syzygium vernonioides
Syzygium vulcanicum
Timonius pachyphyllus
Villaria acutifolia
Villaria leytensis
Wendlandia nervosa
Wendlandia sibuyanensis
Xylosma palawanensis
Actinodaphne cinerea
Calaunia negrosensis
Cryptocarya foxworthyi
Cryptocarya pallida
Discocalyx longissima
Elaeocarpus bataanensis
Elaeocarpus cuernosensis
Elaeocarpus halconensis
Elaeocarpus laxirameus
Elaeocarpus leytensis
Elaeocarpus megacarpus
Elaeocarpus nitidulus
Elaeocarpus trichopetalus
Elaeocarpus versicolor
Elaeocarpus zambalensis
Gigasiphon dolichocalyx
Pandanus apiculatus
Syzygium fischeri
Actinodaphne archboldiana
Actinodaphne gracilis
Actinodaphne mansonii
Actinodaphne menghaiensis
Actinodaphne perglabra
Aeglopsis mangenotii
Crudia liberica
Gaertnera liberiensis
Gilbertiodendron obliquum
Tarenna agnata
Trichoscypha blydeniae
Cnemaspis nandimithrai
Cnemaspis kohukumburai
Cnemaspis gotaimbarai
Cnemaspis hitihamii
Cnemaspis butewai
Acharax alinae
Helicrenion reticulatum
Hyalogyra vitrinelloides
Iheyaspira lequios
Laeviphitus japonicus
Lepetodrilus japonicus
Lepetodrilus schrolli
Leptogyra inflata
Paralepetopsis rosemariae
Phreagena edisonensis
Planorbidella depressa
Pliocardia crenulomarginata
Provanna lucida
Provanna segonzaci
Puncturella rimaizenaensis
Puncturella solis
Octarrhena saccolabioides
Pyropelta bohlei
Solemya flava
Symmetromphalus hageni
Ventsia tricarinata
Waisiuconcha helios
Hymenorchis serrulata
Capurodendron nanophyllum
Sarcolaena humbertiana
Soulamea cardioptera
Sloanea billardierei
Planchonella rheophytopsis
Pycnandra viridiflora
Pycnandra goroensis
Pycnandra versicolor
Pycnandra poindimiensis
Pichonia grandiflora
Pycnandra longiflora
Pycnandra bourailensis
Pycnandra confusa
Pycnandra belepensis
Psychotria comptonii
Psychotria belepensis
Psychotria nekouana
Psychotria lycioides
Psychotria pininsularis
Psychotria veillonii
Baloghia pulchella
Trigonostemon cherrieri
Bocquillonia corneri
Cleidion artense
Macaranga latebrosa
Cleidion lemurum
Alphandia resinosa
Bocquillonia montrouzieri
Cyclophyllum tieaense
Thiollierea dagostinii
Thiollierea rigaultii
Thiollierea sp. nov. 'naounaorum'
Thiollierea laureana
Cyclophyllum guillauminianum
Cyclophyllum tiebaghiense
Hemiphyllodactylus aurantiacus
Cynometra cerebriformis
Hemidactylus sataraensis
Psychotria kosraensis
Lepinia marquisensis
Charpentiera australis
Achyranthes marchionica
Sclerotheca jayorum
Boulengerula denhardti
Phrynobatrachus irangi
Cadaba parvula
Clinostigma savaiiense
Musa arfakiana
Musa azizii
Musa barioensis
Musa bauensis
Musa exotica
Musa mannii
Musa nagalandiana
Musa rubinea
Musa ruiliensis
Cyclophyllum rectinervium
Elaeocarpus chionanthus
Elaeocarpus kambi
Robinsonia berteroi
Actinodaphne quercina
Actinodaphne rumphii
Callicarpa denticulata
Callicarpa endertii
Callicarpa subaequalis
Callicarpa ampla
Cryptocarya archboldiana
Cryptocarya aureobrunnea
Cryptocarya biswasii
Cryptocarya burkillii
Cryptocarya calderi
Cryptocarya cavei
Cryptocarya ceramica
Cryptocarya depauperata
Cryptocarya lancifolia
Cryptocarya medicinalis
Cryptocarya ruruvaiensis
Cryptocarya samoensis
Cryptocarya simonsii
Neocottus thermalis
Lonchocarpus foveolatus
Eumerus banaticus
Eumerus bifurcatus
Pinna nobilis
Capurodendron schatzii
Pinanga batanensis
Pinanga bicolana
Pinanga glaucifolia
Pinanga sclerophylla
Pinanga sibuyanensis
Pinanga sobolifera
Flexiseps valhallae
Megastomatohyla nubicola
Sashatherina gigantea
Allomogurnda flavimarginata
Allomogurnda multicincta
Thorius insperatus
Isthmura naucampatepetl
Mogurnda aiwasoensis
Mogurnda kaimana
Mogurnda maccuneae
Mogurnda mbuta
Mogurnda mosa
Kiunga bleheri
Pseudomugil reticulatus
Hephaestus raymondi
Pelangia mbutaensis
Glossolepis dorityi
Melanotaenia bowmani
Melanotaenia klasioensis
Melanotaenia kokasensis
Melanotaenia lacunosa
Melanotaenia longispina
Melanotaenia mairasi
Melanotaenia sneideri
Melanotaenia susii
Melanotaenia urisa
Pseudoeurycea anitae
Eleutherodactylus ligiae
Senyumia minutiflora
Senyumia granitica
Calyptura cristata
Crax pinima
Merulaxis stresemanni
Donella ranirisonii
Myrmotherula snowi
Paraclaravis geoffroyi
Phylloscartes ceciliae
Cynodonichthys kuelpmanni
Psophia obscura
Saurauia beluranensis
Semecarpus euodiifolius
Anisophyllea rubroglandula
Goniothalamus nitidus
Mitrephora woodii
Polyalthia kinabaluensis
Adonidia dransfieldii
Garcinia sangudsangud
Beilschmiedia montanoides
Heritiera catappa
Praravinia gracilis
Praravinia neriifolia
Ixora gibbsiae
Ixora labuanensis
Lasianthus subglobosus
Adinandra sadaui
Xanthophyllum longum
Microcos kinabaluensis
Aglaia sessilifolia
Porterandia rarissima
Linaria vettonica
Clupea manulensis
Caecogobius cryptophthalmus
Exyrias volcanus
Silhouettea flavoventris
Bostrychus expatria
Ardisia tortuguerensis
Ardisia angucianensis
Ardisia generalensis
Couepia osaensis
Ocotea producta
Ocotea macrantha
Gamanthera herrerae
Miconia diegogomezii
Quararibea aurantiocalyx
Guarea grossa
Guarea talamancana
Blakea amplifolia
Sloanea ensiformis
Eschweilera harmonii
Guarea inesiana
Protium aguilarii
Leptobalanus diegogomezii
Hirtella trichotoma
Endiandra chartacea
Cephaloscyllium fasciatum
Sarcomphalus parvifolius
Nycticebus bancanus
Microcebus manitatra
Astragalus devesae
Pseudomisopates rivas-martinezii
Amphitecna loreae
Archidendron minahassae
Canis rufus
Costus louisii
Adelophryne michelin
Dendrophryniscus davori
Proceratophrys ararype
Philodoria costalis
Philodoria micropetala
Philodoria nigrelloides
Philodoria pipturiana
Philodoria pittosporella
Philodoria spilota
Omiodes epicentra
Omiodes euryprora
Omiodes laysanensis
Omiodes telegrapha
Omiodes maia
Philodoria nigrella
Archidendron royenii
Lankanectes pera
Latania verschaffeltii
Badula balfouriana
Eugenia rodriguesensis
Pandanus tenuifolius
Pyrostria revoluta
Telmatobius scrocchii
Ponentina foiaensis
Saurauia bogoriensis
Pseudoxiphophorus attenuatus
Priapichthys puetzi
Gymnotus panamensis
Palicourea torbeciana
Varronia fasciata
Ochyraea tatrensis
Eleutherodactylus beguei
Gardenia manongarivensis
Nothophryne unilurio
Alveopora japonica
Scolymia lacera
Acropora japonica
Porites duerdeni
Montipora patula
Agaricia lamarcki
Acropora palmata
Scolymia cubensis
Pseudodiploria strigosa
Meandrina meandrites
Agaricia humilis
Diploria labyrinthiformis
Mycetophyllia ferox
Acropora cervicornis
Siderastrea siderea
Eusmilia fastigiata
Agaricia tenuifolia
Meandrina brasiliensis
Mussismilia leptophylla
Porites sverdrupi
Mycetophyllia danaana
Helioseris cucullata
Mussismilia braziliensis
Bufoides meghalayanus
Amolops chakrataensis
Raorchestes kempiae
Philautus microdiscus
Raorchestes marki
Oarisma powesheik
Pseudoryx nghetinhensis
Euphorbia zakamenae
Brexia cauliflora
Mesocapromys nanus
Piliocolobus rufomitratus
Uromys vika
Piliocolobus waldroni
Ischnura solitaria
Orionothemis felixorioni
Photuris bethaniensis
Cryptocarya oahuensis
Melicope stonei
Pittosporum halophilum
Polyscias lydgatei
Pritchardia bakeri
Pritchardia gordonii
Pritchardia hillebrandii
Pritchardia woodii
Myrsine helleri
Thorius papaloae
Carex acocksii
Ageratina chimalapana
Lepidonia wendtiana
Atrocalopteryx auco
Cryptocarya canaliculata
Cryptocarya montana
Cryptocarya vanderwerffii
Melanophylla dianeae
Potameia antevaratra
Xylopia capuronii
Erigeron lemmonii
Vanda lombokensis
Ctenotus lancelini
Juniperus erectopatens
Aloeides stevensoni
Capys penningtoni
Aloeides rossouwi
Thestor kaplani
Thestor barbatus
Orachrysops niobe
Chrysoritis dicksoni
Kedestes sarahae
Dingana fraterna
Erikssonia edgei
Thestor strutti
Lepidochrysops jefferyi
Stygionympha dicksoni
Alaena margaritacea
Lepidochrysops swanepoeli
Eucalyptus recurva
Manis pentadactyla
Hibiscus bragliae
